RespondentID,Section,Course,Term,Open,Text,Q1R1,Q1R2,Q1R3,Q1R4,Q1R5,Q1R6,Q1R7,Q2,Q3R1,Q3R2,Q3R3,Q3R4,Q3R5,Q4R1,Q4R2,Q4R3,Q4R4,Q4R5,Q4R6,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q23Rev,Q24,Q25,Q26,Q26R1,Q26R2,Q26R3,Q26R4,Q26R5,Q26R6,Q26R7,Q26Other,Q27,Q27GPA
5345715851,W17PHIL279L02,PHIL279,Winter,Open,ForallX,0,0,0,1,0,0,0,Adobe,0,0,0,0,1,1,0,0,0,0,0,6,3,4,3,5,5,5,5,4,5,4,4,4,5,The explanations were clear and easy to pick up for someone who does not have a background in 1. I also liked that the were a bunch of practice problems.,I felt that the textbook should have had more examples on rules of Identity (chapter 33) and Basic Rules For FOL (chapter 32).,3,1,1,5,1,1,MATH,1,0,0,0,0,0,0,,B,3
5345483713,W17PHIL279L02,PHIL279,Winter,Open,ForallX,0,0,1,0,0,0,0,,1,1,0,0,0,0,0,0,0,0,1,6,3,2,2,5,5,3,3,5,4,4,4,,3,,,2,1,1,5,2,1,CPSC,0,1,0,0,0,0,0,,B+,3.3
5338990820,W17PHIL279L02,PHIL279,Winter,Open,ForallX,1,0,0,0,0,0,0,,1,1,0,0,0,0,0,1,0,0,0,6,3,1,3,5,4,4,4,4,4,4,4,3,4,,,2,5,1,5,2,1,NEUR,0,0,0,0,0,1,0,,A-,3.7
5337956888,W17PHIL279L02,PHIL279,Winter,Open,ForallX,1,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,1,0,0,6,5,5,5,5,5,5,5,5,5,5,5,5,5,,,2,5,1,5,1,1,NEUR,0,0,0,0,0,1,0,,A+,4.3
5336271148,W17PHIL279L02,PHIL279,Winter,Open,ForallX,0,0,0,1,0,0,0,pdf,0,0,0,0,1,0,0,1,0,0,0,2,1,1,1,1,1,3,3,3,3,3,3,3,3,,,0,3,2,4,1,1,CPSC,0,1,0,0,0,0,0,,B+,3.3
5335438213,W17PHIL279L02,PHIL279,Winter,Open,ForallX,0,0,0,1,0,0,0,Microsoft Edge,1,1,1,1,0,0,0,1,1,1,0,6,3,4,4,5,5,4,3,3,5,4,4,2,4,,,0,4,1,5,2,2,OTHR,0,0,0,0,0,0,1,Law and Society,B,3
5332296420,W17PHIL279L02,PHIL279,Winter,Open,ForallX,1,0,0,0,0,0,0,Adobe,1,0,1,0,0,0,0,0,0,1,0,2,1,1,2,4,4,3,3,3,3,3,2,2,2,,There is example which told u what's wrong but don't have example tell u what is right,2,5,4,2,2,1,PHIL,0,0,0,1,0,0,0,,B,3
5331923959,W17PHIL279L02,PHIL279,Winter,Open,ForallX,1,0,0,1,0,0,0,pdf,0,0,0,1,0,0,0,0,0,0,0,6,2,3,5,5,5,3,4,2,3,3,1,3,3,,-some of the explanations are too vague  -cannot find answer key for all questions  -some mistakes ,3,1,1,5,1,1,CPSC,0,1,0,0,0,0,0,,B+,3.3
5330798339,W17PHIL279L02,PHIL279,Winter,Open,ForallX,1,0,0,0,0,0,0,qpdfview,1,0,0,1,0,0,0,1,0,0,0,6,3,3,2,4,5,5,3,3,4,5,3,3,4,The use of English sentences when explaining difficult concepts. The number and variety of examples is also helps a lot. ,,2,4,1,5,1,2,CPSC,0,1,0,0,0,0,0,,A-,3.7
5330723626,W17PHIL279L02,PHIL279,Winter,Open,ForallX,0,0,0,1,0,0,0,Adobe,0,0,0,0,1,0,0,0,1,0,0,5,2,2,4,5,5,4,4,5,4,5,4,5,5,,,0,4,1,5,1,1,ENGG,0,0,0,0,1,0,0,,A,4
5325745456,W17PHIL279L02,PHIL279,Winter,Open,ForallX,0,0,0,1,0,0,0,,0,0,0,0,1,0,0,0,1,0,0,4,1,1,2,3,5,3,3,2,3,3,3,2,3,,,0,1,,,2,1,CPSC,0,1,0,0,0,0,0,,B,3
5325653090,W17PHIL279L02,PHIL279,Winter,Open,ForallX,1,0,0,1,0,0,0,,1,1,1,0,0,0,0,1,0,0,0,5,2,1,1,5,3,3,3,2,3,3,2,2,3,"On certain devices, the electronic version seems to only download the first 200 pages.",Not many worked through examples and the explanations are often unclear. Some sections don't have practice problems and there were lots of sections that didn't have solutions in the solution manual.,2,5,2,4,2,3,MATH,1,0,0,0,0,0,0,,A,4
5325206812,W17PHIL279L02,PHIL279,Winter,Open,ForallX,1,0,0,1,0,0,0,Mac Preview,0,0,1,0,0,0,0,1,0,0,0,6,3,2,2,4,4,5,4,5,5,5,5,5,5,I enjoyed the light humour and the price was very fair.,Answers to the questions were only electronic.,2,4,1,5,1,1,OTHR,0,0,0,0,0,0,1,Accounting,B+,3.3
5325186569,W17PHIL279L02,PHIL279,Winter,Open,ForallX,0,1,0,0,0,0,0,Adobe ,0,0,0,0,1,1,0,0,0,0,0,5,1,1,3,5,5,2,3,3,3,3,2,2,2,,the lack of answer key,2,1,1,5,2,3,PHIL,0,0,0,1,0,0,0,,B+,3.3
5325008660,W17PHIL279L02,PHIL279,Winter,Open,ForallX,0,0,0,1,1,0,0,Pdf reader,0,0,0,0,1,0,0,1,1,0,0,4,2,1,3,5,3,2,4,3,4,3,3,2,4,,Some example solutions are hard ro follow,2,1,3,3,1,2,CPSC,0,1,0,0,0,0,0,,B+,3.3
5324698569,W17PHIL279L02,PHIL279,Winter,Open,ForallX,1,0,0,1,0,0,0,Chrome,0,0,1,0,0,0,0,1,0,0,0,4,4,2,3,4,5,5,4,3,5,5,3,3,4,It is very cheap to buy.  ,It does not have enough examples,2,5,1,5,1,4,MATH,1,0,0,0,0,0,0,,A-,3.7
5324390670,W17PHIL279L02,PHIL279,Winter,Open,ForallX,0,1,0,0,0,0,0,Google pdf reader,0,0,0,0,1,0,0,0,0,0,0,5,3,2,1,5,4,4,3,4,4,5,4,4,4,,,2,1,1,5,1,1,PHYS,0,0,1,0,0,0,0,,A,4
5324365294,W17PHIL279L02,PHIL279,Winter,Open,ForallX,0,0,0,1,0,0,0,Word,0,0,0,0,1,1,1,0,0,0,0,4,1,1,2,3,2,5,4,4,4,4,4,3,4,It was very clear and concise.  Easy to learn from.,"The downloaded version only goes to page 200, leaving out atleast 10 chapters.  Also the placement of symbols got a it warped so the examples were hard to figure out.",2,4,1,5,2,1,PHIL,0,0,0,1,0,0,0,,A-,3.7
5324356976,W17PHIL279L02,PHIL279,Winter,Open,ForallX,0,0,0,1,0,0,0,PDF-XChange Viewer,0,0,0,0,1,1,1,1,1,0,0,6,4,4,4,5,5,5,5,5,5,5,5,5,5,"The biggest thing is just that it's a PDF so I can scroll about and Ctrl+F search through the whole text, instead of dealing with ridiculous paginated crap like MindTap or whatever else Pearson has come up with.","Nothing, it's pretty much ideal.",3,5,1,5,1,1,CPSC,0,1,0,0,0,0,1,Finance,A+,4.3
5324347646,W17PHIL279L02,PHIL279,Winter,Open,ForallX,0,0,0,1,0,0,0,D2L,0,0,0,0,1,0,0,1,0,0,0,5,2,2,2,4,4,5,4,3,4,5,3,3,3,Cheat sheet at the back,Skims over some topics,0,1,1,5,1,1,CPSC,0,1,0,0,0,0,0,,B+,3.3
5324326858,W17PHIL279L02,PHIL279,Winter,Open,ForallX,0,0,0,1,0,0,0,PDF,0,0,0,0,1,0,0,0,1,0,0,6,3,5,2,5,5,4,4,4,4,4,4,4,4,examples,no graphs,3,5,4,2,1,1,CPSC,0,1,0,0,0,0,0,,A-,3.7
5324320475,W17PHIL279L02,PHIL279,Winter,Open,ForallX,0,0,0,1,0,0,0,Adobe,0,0,0,0,1,0,0,0,0,0,0,5,1,2,1,4,5,3,2,3,4,3,3,2,3,,,0,4,2,4,1,2,NEUR,0,0,0,0,0,1,0,,A-,3.7
5324299488,W17PHIL279L02,PHIL279,Winter,Open,ForallX,0,0,0,1,0,0,0,Adobe,0,0,0,0,1,1,1,0,0,0,0,6,3,5,3,5,4,3,3,4,4,4,3,3,4,the summary of the rules,only a few examples,2,5,3,3,2,1,CPSC,0,1,0,0,0,0,0,,A,4
5324281312,W17PHIL279L02,PHIL279,Winter,Open,ForallX,0,0,0,1,0,0,0,Adobe,1,0,0,1,0,0,0,0,0,0,0,6,2,5,3,5,5,4,4,4,5,4,4,4,4,The examples are contemporary and easy to relate to.,There is no glossary for me to go to look at definition of terms very quickly.,3,3,4,2,1,5,CPSC,0,1,0,0,1,0,0,,B+,3.3
5324268494,W17PHIL279L02,PHIL279,Winter,Open,ForallX,0,0,0,1,0,0,0,MapleRead,0,0,0,0,1,0,0,0,1,0,0,5,2,5,5,3,5,4,3,5,4,5,4,3,4,"If this is only the first versoon, I think the textbook is well above the standard. It's clear and easy to understand. I could hardly find any typos.",There is not much background info s about the fornulation of logical languages.,2,4,3,3,1,2,MATH,1,1,0,0,0,0,0,,A,4
5324208728,W17PHIL279L02,PHIL279,Winter,Open,ForallX,0,1,0,1,0,0,0,Adobe,0,0,0,0,1,1,1,1,1,1,0,4,2,3,2,3,2,,,,,,,,,,,,,,,,,OTHR,0,0,0,0,0,0,0,,,
5339410223,W17PHIL279L01,PHIL279,Winter,Commercial,Goldfarb,1,0,0,0,0,0,0,,0,0,1,1,0,0,0,0,0,0,1,6,1,1,1,5,5,3,4,2,4,3,2,1,2,"The diagrams and flow charts were helpful for understanding truth tables, comple disjunctive normal form, and also truth trees.","The language was archaic, and sometimes difficult to understand. Textbook was not very good at explaining the theory behind some of the concepts.",2,1,2,4,1,1,OTHR,0,0,0,0,0,0,1,"Double major, Economics and Political Science",C+,2.3
5338167712,W17PHIL279L01,PHIL279,Winter,Commercial,Goldfarb,0,0,0,0,0,1,0,,0,0,1,0,0,0,0,0,0,0,1,3,1,1,1,1,2,2,2,2,3,3,3,1,2,"It was quite detailed, but I found taking notes in class was enough.",It went over material not covered in class or on tests.,3,2,3,3,1,1,CPSC,0,1,0,0,0,0,0,,A-,3.7
5337961598,W17PHIL279L01,PHIL279,Winter,Commercial,Goldfarb,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,1,1,1,2,1,1,3,1,1,2,Not a whole lot.,"It just did not really aid me when I needed it most, which was during assignments.",3,1,5,1,1,3,PHIL,0,0,0,1,0,0,0,,B,3
5330857870,W17PHIL279L01,PHIL279,Winter,Commercial,Goldfarb,1,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,0,4,1,1,1,3,3,3,2,2,2,2,2,2,2,"It is alright, but the study guide that the TA posted was must more helpful",It was difficult to understand because the symbols were slightly different,2,1,1,5,1,1,CPSC,0,1,0,0,0,0,0,,A-,3.7
5330707281,W17PHIL279L01,PHIL279,Winter,Commercial,Goldfarb,0,0,0,0,0,0,1,Adobe,0,0,0,0,1,1,0,0,1,0,0,5,3,3,4,4,4,4,4,4,4,4,4,4,4,I like the study guide from Teppei. It is very solid and useful.,N/A,2,4,4,2,1,2,CPSC,0,1,0,0,0,0,0,,A,4
5330687107,W17PHIL279L01,PHIL279,Winter,Commercial,Goldfarb,0,0,0,0,1,0,0,,0,0,0,1,1,0,0,0,0,0,0,4,1,2,1,3,4,3,2,2,3,3,2,2,2,Can help with the homework,Can also be very confusing and not help at all,3,3,2,4,1,1,CPSC,0,1,0,0,0,0,0,,B,3
5330682433,W17PHIL279L01,PHIL279,Winter,Commercial,Goldfarb,1,0,0,0,0,0,0,,0,0,1,1,0,0,0,1,0,1,0,6,4,2,1,5,5,2,5,3,3,3,2,1,1,N/A,"I usually really like learning from textbooks, however I found the logic textbook difficult and hard to follow.",3,3,4,2,2,3,CPSC,0,1,0,0,0,0,0,,B+,3.3
5330680406,W17PHIL279L01,PHIL279,Winter,Commercial,Goldfarb,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,3,3,3,3,3,2,4,3,2,3,"The text provides some useful explanations, examples and practice questions.",The text doesn’t have answers for enough of the practice problems.  The textbook’s approach to teaching the material is often different from the approach taken by the professor. This considerably reduces the textbook’s usefulness.,3,2,3,3,1,1,CPSC,0,1,0,0,0,0,0,,A+,4.3
5330670052,W17PHIL279L01,PHIL279,Winter,Commercial,Goldfarb,1,0,0,0,0,0,0,,1,1,0,1,0,0,0,0,0,0,1,4,3,2,2,2,2,3,2,2,3,4,4,3,2,the text was able to help when i needed a question answered.,confusing in some topics.,3,5,5,1,1,3,CPSC,0,1,0,0,0,0,0,,B-,2.7
5325821952,W17PHIL279L01,PHIL279,Winter,Commercial,Goldfarb,1,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Nothing.,There is no electronic version of it.,3,5,5,1,1,2,ENGG,0,0,0,0,1,0,0,,A-,3.7
5325603756,W17PHIL279L01,PHIL279,Winter,Commercial,Goldfarb,0,0,0,0,0,1,0,,0,0,1,0,0,0,0,0,0,0,1,4,1,2,1,4,3,3,4,5,4,3,4,3,4,I liked the fact it was clear and concise when it came to explaining the material. ,"Due to the fact the professor did not exactly adhere to the structure/set up of the text, it was hard to figure where we were in the textbook itself. ",0,1,3,3,2,1,CPSC,0,1,0,0,0,0,0,,B,3
5324785711,W17PHIL279L01,PHIL279,Winter,Commercial,Goldfarb,0,0,0,0,0,0,1,,0,0,0,0,1,0,0,0,0,0,1,1,1,1,3,1,1,2,3,1,1,3,1,1,1,Nothing ,Everything,4,1,5,1,1,1,CPSC,0,1,0,0,0,0,0,,B+,3.3
5324348953,W17PHIL279L01,PHIL279,Winter,Commercial,Goldfarb,1,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,1,2,1,2,1,2,3,1,1,2,3,2,1,1,2,It explains things in a different way.,"It's not very clear on what it is trying to say, it's hard to follow the textbook based on the material we are taught, it doesn't contain enough information about the material.",3,5,4,2,2,1,CPSC,0,1,0,0,0,0,0,,B-,2.7
5324295186,W17PHIL279L01,PHIL279,Winter,Commercial,Goldfarb,0,0,0,0,0,0,1,,0,0,0,0,1,0,0,0,0,0,1,1,2,1,1,2,2,3,3,3,3,3,3,3,3,,,3,4,3,3,1,5,CPSC,0,1,0,0,0,0,0,,A-,3.7
5324261521,W17PHIL279L01,PHIL279,Winter,Commercial,Goldfarb,1,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,0,5,5,1,1,2,CPSC,0,1,0,0,0,0,0,,A-,3.7
5324207215,W17PHIL279L01,PHIL279,Winter,Commercial,Goldfarb,1,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,1,4,1,1,1,1,3,2,1,1,2,2,2,1,1,The examples were occasionally helpful. More examples would be better.,This textbook left me more confused after each time I tried reviewing material in it.,3,1,5,1,1,1,CPSC,0,1,0,0,0,0,0,,B+,3.3
5342341453,W17PHIL379,PHIL379,Winter,Commercial,BBJ,0,0,0,1,0,0,0,SumatraPDF or anything but Adobe,0,0,0,0,1,0,0,1,1,0,0,5,1,3,3,1,4,4,4,2,3,2,2,1,2,It has interesting material that goes into more depth on topics from class. The inset logical statements emphasize material well and are easy to comprehend.,It is hard to find the material that we do emphasize in class. The writing is dense. It is hard to read relevant sections without reading the entire chapter from the start. The methods used and even some definitions differ from the material in class.,3,3,2,4,1,4,MATH,1,0,0,0,0,0,0,,A+,4.3
5340346673,W17PHIL379,PHIL379,Winter,Commercial,BBJ,0,0,0,0,1,0,0,,0,0,1,0,0,0,0,0,0,0,1,2,1,1,1,2,2,4,3,3,3,3,3,1,3,"Didn't use it that often, but when I did it offered a new perspective. Sometimes that's all you need to understand something.",It often complicates things WAY more than they need to be. Professors always do a better job at it.,2,4,3,3,1,4,OTHR,0,0,0,0,0,0,1,Business/1,A-,3.7
5338777002,W17PHIL379,PHIL379,Winter,Commercial,BBJ,1,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,4,4,3,3,4,4,3,3,4,1,3,1,3,2,The text is very thorough in the math logic concepts it covers. ,"I didn't like the fact that the text isn't written very clearly.Also, the text tends to jump all over the place or teach content in questions instead of covering all content inside of a chapter. ",4,3,3,3,2,2,CPSC,0,1,0,0,0,0,0,,B,3
5337992478,W17PHIL379,PHIL379,Winter,Commercial,BBJ,1,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,1,5,3,1,1,3,5,1,1,2,2,5,3,3,3,,This textbook is not a very good tool for the class. ,3,1,3,3,2,2,OTHR,0,0,0,0,0,0,1,Arts,W,0
5337962327,W17PHIL379,PHIL379,Winter,Commercial,BBJ,1,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,6,3,3,3,3,5,3,3,4,4,2,3,4,4,,,3,5,5,1,1,1,CPSC,0,1,0,0,0,0,0,,B+,3.3
5330965045,W17PHIL379,PHIL379,Winter,Commercial,BBJ,1,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,0,1,2,1,1,1,2,2,2,2,2,2,4,3,1,3,,,3,3,3,3,1,4,PHIL,0,0,0,1,0,0,0,,C,2
5330835437,W17PHIL379,PHIL379,Winter,Commercial,BBJ,1,0,0,0,0,0,0,,0,0,1,1,0,0,0,0,0,0,1,4,2,4,1,3,4,2,3,1,2,1,1,2,1,The diagrams and maybe the indepth explainations. ,The fact that the material covered is different from the lectures so there's really no point of reading the chapters because the prof didn't even cover it. ,3,5,5,1,2,4,CPSC,0,1,0,0,0,0,0,,C,2
5330670923,W17PHIL379,PHIL379,Winter,Commercial,BBJ,0,1,0,0,0,0,0,Amazon eBooks,0,0,0,0,1,0,0,0,0,0,0,2,2,3,2,4,5,2,3,1,1,2,1,2,2,,"Descriptions are unclear, definitions of terms are over complicated. Textbook is never straight-forward.",4,4,4,2,1,2,CPSC,0,1,0,0,0,0,0,,B,3
5328218457,W17PHIL379,PHIL379,Winter,Commercial,BBJ,0,0,0,0,1,0,0,,0,0,0,0,1,0,0,0,0,0,0,2,1,1,1,2,2,3,2,3,4,4,2,3,3,,,2,5,3,3,2,5,MATH,1,0,0,0,0,0,0,,B-,2.7
5327749120,W17PHIL379,PHIL379,Winter,Commercial,BBJ,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,4,1,1,1,2,2,1,2,2,2,2,1,1,2,Almost nothing,Overly dense  Not enough visuals  BORING  Didn't help me learn except for a few exceptions,0,1,5,1,1,4,PHIL,0,0,0,1,0,0,0,,B+,3.3
5324859159,W17PHIL379,PHIL379,Winter,Commercial,BBJ,0,0,0,1,0,0,0,Adobe,0,0,0,0,1,0,0,0,0,0,0,2,1,1,1,2,2,1,1,1,2,1,1,1,1,It made me search for better sources,"Needlessly dense, yet somehow unclear on major concepts.",0,1,5,1,1,3,CPSC,0,1,0,0,0,0,0,,A,4
5324738262,W17PHIL379,PHIL379,Winter,Commercial,BBJ,0,0,0,1,0,0,0,Adobe,0,0,0,0,1,0,0,0,0,0,0,2,1,2,1,2,3,2,3,3,3,3,3,2,2,,,0,1,5,1,1,3,CPSC,0,1,0,0,0,0,0,,A-,3.7
5324349653,W17PHIL379,PHIL379,Winter,Commercial,BBJ,0,0,0,1,0,0,0,zathura,0,0,0,0,1,0,0,1,0,0,0,4,1,1,2,3,3,,,2,,3,3,1,2,,"Diverged from the course material, in an overly complex way.",0,,,,1,3,CPSC,0,1,0,0,0,0,0,,A-,3.7
5324345623,W17PHIL379,PHIL379,Winter,Commercial,BBJ,1,0,0,1,0,0,0,,0,0,1,0,0,0,0,1,0,0,0,6,3,3,2,5,5,5,5,3,3,2,2,3,3,It conveys the necessary ideas,"The textbook is written in a verbose manner. Some of the passages are long-winded and the point the text is getting to takes a significant amount of time. The theorems and important concepts could be better laid out as well, and are sometimes hard to find again when reviewing.",3,5,2,4,1,1,CPSC,0,1,0,0,0,0,0,,B,3
5324251506,W17PHIL379,PHIL379,Winter,Commercial,BBJ,0,0,0,1,0,0,0,qpdfview (Linux),0,0,0,0,1,0,0,0,1,0,0,5,2,2,1,4,5,4,2,2,2,4,2,3,4,Very detailed and formal.,"Can sometimes be a bit too focused on the formal details,  it's hard to follow the main idea. ",3,5,3,3,3,2,MATH,1,1,0,0,0,0,0,,W,0
5324242796,W17PHIL379,PHIL379,Winter,Commercial,BBJ,1,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,1,4,3,2,1,3,4,3,3,4,3,4,3,2,2,"All the details were there, and plenty of examples for further reading.",This book was written very precise manner and at a higher reading level. I would prefer the explanations to bo written in every day language. ,3,5,5,1,1,2,MATH,1,1,0,0,0,0,0,,A,4
5324219393,W17PHIL379,PHIL379,Winter,Commercial,BBJ,1,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,1,5,2,3,1,4,5,3,3,2,3,4,3,2,3,"It's concise in its language and write choice, so it's difficult to misinterpret passages.","The material can be esoteric, so there have been ruined when I had issues understanding the material.",4,1,4,2,2,4,PHIL,0,0,0,1,0,0,0,,C,2
5324209439,W17PHIL379,PHIL379,Winter,Commercial,BBJ,0,1,0,0,0,0,0,Kindle,0,0,0,0,1,1,0,1,0,0,0,4,1,1,1,5,5,4,2,2,3,2,3,1,2,Seems to align with the lessons.,No answers in the textbook (or even hints). Very formal. More examples would be good. Break down the major proofs further. ,4,2,1,5,2,3,MATH,1,0,0,0,0,0,0,,B,3
5324208046,W17PHIL379,PHIL379,Winter,Commercial,BBJ,0,0,0,1,0,0,0,Adobe,0,0,0,0,1,0,0,0,0,0,0,2,1,1,1,1,2,1,1,1,3,1,1,1,3,"Very little to like, really. A decent amount of examples, but some of the examples are insanely difficult compared to the actual material discussed.","Dr. Kazmi doesn't follow the text, so it is basically useless. The textbook does not provide full proofs and when it does there are sometimes errors (according to my TA). The text also doesn't seem to follow any sort of organization, they just jump in and out of proofs randomly with no clear starting point of when the proof has started or ended (unlike in a math textbook they write ""Proof:"" and then have a complete proof, however this textbook decides not to even do that...). Honestly a waste of time to read.",2,3,5,1,1,2,PHYS,0,0,1,0,1,0,1,Astro1/Mechanical 1,B+,3.3
5324207880,W17PHIL379,PHIL379,Winter,Commercial,BBJ,0,0,0,1,0,0,0,Sumatra PDF,0,0,0,0,1,0,0,0,0,0,0,3,1,1,1,2,2,1,1,2,3,1,1,1,1,,,2,1,1,5,1,3,CPSC,0,1,0,0,0,0,0,,A-,3.7
5159768825,F16PHIL379,PHIL379,Fall,Open,SLC,1,0,0,1,0,0,0,,1,1,0,0,0,0,0,1,0,0,0,6,3,2,1,4,5,4,5,3,5,5,2,5,5,It is an interesting topic,It is not explained well enough,3,4,1,5,1,3,CPSC,0,1,1,0,0,0,0,,W,0
5146272939,F16PHIL379,PHIL379,Fall,Open,SLC,0,0,0,1,1,0,0,Google Drive,0,0,1,0,0,1,1,1,0,0,0,6,5,4,2,5,5,3,4,2,4,5,3,3,2,It's encompassing for the subject material for the course.,It feels dense and overwhelming.,2,5,1,5,1,4,CPSC,0,1,0,0,0,0,0,,B,3
5145512925,F16PHIL379,PHIL379,Fall,Open,SLC,0,0,0,1,0,0,0,Adobe,0,0,0,0,1,0,0,0,0,0,0,6,3,4,1,5,5,4,4,3,3,4,3,2,3,It is reasonably clear about the concepts it presented and provides a decent amount of examples.,I incredibly dislike texts that contain exercises with no solutions. It can also be somewhat dense and require multiple readings to understand in places.,4,1,1,5,1,2,MATH,1,0,0,0,0,0,0,,A-,3.7
5144332482,F16PHIL379,PHIL379,Fall,Open,SLC,1,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,0,0,1,6,2,2,2,2,5,4,4,3,4,4,4,3,4,- Low price  - Available for free online  - Examples provide plenty of detail,- Pretty dry  - Some examples were very over complicated,3,5,1,5,1,4,CPSC,0,1,0,0,0,0,0,,B,3
5142976868,F16PHIL379,PHIL379,Fall,Open,SLC,1,0,0,1,0,0,0,FoxIt,0,0,1,0,0,0,0,1,0,0,0,6,2,1,2,5,5,5,5,4,4,4,4,3,4,Extremely well organised.,"Symbols that make notes hard to take. Problem with material, not with book.",3,3,1,5,1,3,CPSC,0,1,0,0,0,0,0,,B,3
5142599873,F16PHIL379,PHIL379,Fall,Open,SLC,0,0,0,1,0,0,0,Adobe,0,0,0,0,1,0,0,1,1,0,0,6,3,3,1,5,5,5,5,5,3,5,4,3,4,No specific point that I like.,No specific point that I dislike.,2,5,1,5,1,2,CPSC,0,1,0,0,0,0,0,,B+,3.3
5135155250,F16PHIL379,PHIL379,Fall,Open,SLC,0,0,0,1,0,0,0,Adobe,0,0,0,0,1,0,0,0,0,0,0,5,2,1,1,5,5,3,4,5,5,5,4,3,4,"Honestly, I had no idea it was an open-source textbook until now so it was put together very well. Explanations were great and the design was clear and simple.",More examples for concepts and perhaps some more different perspective to approach questions (if applicable).,2,5,1,5,2,2,CPSC,0,1,0,0,0,0,0,,B,3
